legacy_url,legacy_path,owning_area,audit_categories,highest_severity,sample_issues,planned_destination,migration_status,redirect_required
https://na.org.za/blog/meetings/walkers-fruit-farms-thursday-1830-3/,/blog/meetings/walkers-fruit-farms-thursday-1830-3/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/wanderers-wednesday-1930-2/,/blog/meetings/wanderers-wednesday-1930-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/wanderers-wednesday-1930/,/blog/meetings/wanderers-wednesday-1930/,Region,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions,Critical,Server error 500 on a URL listed in the sitemap | Page set to noindex — will not appear in Google | Missing meta description,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/waverley-meeting/,/blog/meetings/waverley-meeting/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/wednesday-new-life-meeting-open/,/blog/meetings/wednesday-new-life-meeting-open/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/wednesday-second-chance-meeting/,/blog/meetings/wednesday-second-chance-meeting/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/wednesdays-we-can/,/blog/meetings/wednesdays-we-can/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/welcome-home/,/blog/meetings/welcome-home/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/welcome-to-the-newcomer/,/blog/meetings/welcome-to-the-newcomer/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/weltevreden-park-mondays-1900/,/blog/meetings/weltevreden-park-mondays-1900/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/weltevreden-park-thursdays-1930/,/blog/meetings/weltevreden-park-thursdays-1930/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/westville-wednesday/,/blog/meetings/westville-wednesday/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/womens-meeting/,/blog/meetings/womens-meeting/,Region,Accessibility & mobile; Broken links; Headings; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/woodstock-meeting/,/blog/meetings/woodstock-meeting/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/young-peoples-meeting/,/blog/meetings/young-peoples-meeting/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/zola-thursday-1130-2-2/,/blog/meetings/zola-thursday-1130-2-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/zola-tuesday-1130-2/,/blog/meetings/zola-tuesday-1130-2/,Region,Accessibility & mobile; Broken links; Headings; Meeting data; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/meetings (record-level migration),Not started,To assess
https://na.org.za/blog/meetings/zola-tuesday-1130/,/blog/meetings/zola-tuesday-1130/,Region,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions,Critical,Server error 500 on a URL listed in the sitemap | Page set to noindex — will not appear in Google | Missing meta description,/meetings (record-level migration),Not started,To assess
https://na.org.za/cart/,/cart/,Region,Accessibility & mobile; Broken links; Content; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,Route mapping required,Not started,To assess
https://na.org.za/checkout/,/checkout/,Region,Accessibility & mobile; Broken links; Content; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,Route mapping required,Not started,To assess
https://na.org.za/contact/,/contact/,Region,Accessibility & mobile; Broken links; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,Route mapping required,Not started,To assess
https://na.org.za/how-to-start-an-na-meeting/,/how-to-start-an-na-meeting/,Region,Accessibility & mobile; Broken links; Headings; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,Route mapping required,Not started,To assess
https://na.org.za/in-person-meetings/,/in-person-meetings/,Region,Accessibility & mobile; Broken links; Content; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,Route mapping required,Not started,To assess
https://na.org.za/information-about-na/,/information-about-na/,Region,Accessibility & mobile; Broken links; Headings; Meta descriptions; Page titles; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,Route mapping required,Not started,To assess
https://na.org.za/jhb/,/jhb/,Johannesburg,Accessibility & mobile; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/2025/11/21/hello-world/,/jhb/2025/11/21/hello-world/,Johannesburg,Accessibility & mobile; Headings; Meta descriptions; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/7th-tradition/,/jhb/7th-tradition/,Johannesburg,Accessibility & mobile; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/add-a-meeting/,/jhb/add-a-meeting/,Johannesburg,Accessibility & mobile; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/add-event/,/jhb/add-event/,Johannesburg,Accessibility & mobile; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/asc-contact-details/,/jhb/asc-contact-details/,Johannesburg,Accessibility & mobile; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/author/wc-website-administratorna-org-za,/jhb/author/wc-website-administratorna-org-za,Johannesburg,Security & privacy,Medium,Public author page puts an administrator email address in the web address,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/calendar/,/jhb/calendar/,Johannesburg,Accessibility & mobile; Content; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/category/uncategorized/,/jhb/category/uncategorized/,Johannesburg,Accessibility & mobile; Content; Headings; Meta descriptions; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/contact-us/,/jhb/contact-us/,Johannesburg,Accessibility & mobile; Broken links; Content; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (429) | Insecure http:// resource on a secure page,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/downloads/,/jhb/downloads/,Johannesburg,Accessibility & mobile; Broken links; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/group-readings/,/jhb/group-readings/,Johannesburg,Accessibility & mobile; Headings; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/literature/,/jhb/literature/,Johannesburg,Accessibility & mobile; Broken links; Headings; Meta descriptions; Security & privacy; Spelling,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Link points to a page that does not exist (404) | Insecure http:// resource on a secure page,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/,/jhb/locations/,Johannesburg,Accessibility & mobile; Headings; Indexing & canonicals; Meta descriptions; Spelling,Medium,Missing mobile viewport meta tag | Missing meta description | Missing canonical tag,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/1-pam-rd-morningside-sandton-2057-south-africa/,/jhb/locations/1-pam-rd-morningside-sandton-2057-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Page titles; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/10-cnr-central-and-noord-street-noordgesig-soweto-1804/,/jhb/locations/10-cnr-central-and-noord-street-noordgesig-soweto-1804/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/10-tehore-rdmulbarton-johannesburg-south-2091/,/jhb/locations/10-tehore-rdmulbarton-johannesburg-south-2091/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/108-colorado-dr-riverlea-johannesburg-2093-south-africa/,/jhb/locations/108-colorado-dr-riverlea-johannesburg-2093-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/1140-cornelius-st-weltevredenpark-roodepoort-1709-south-africa/,/jhb/locations/1140-cornelius-st-weltevredenpark-roodepoort-1709-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/115-grosvenor-rd-bryanston-sandton-2191-south-africa/,/jhb/locations/115-grosvenor-rd-bryanston-sandton-2191-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/133-plane-road-spartan-kempton-park-1619/,/jhb/locations/133-plane-road-spartan-kempton-park-1619/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/134-gardiner-street-brakpan-1540/,/jhb/locations/134-gardiner-street-brakpan-1540/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/152-market-street-fairlands/,/jhb/locations/152-market-street-fairlands/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/1559-link-st-orange-farm-johannesburg-1841-south-africa/,/jhb/locations/1559-link-st-orange-farm-johannesburg-1841-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/1607-kanya-rd-senaoane-soweto-1818-south-africa/,/jhb/locations/1607-kanya-rd-senaoane-soweto-1818-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/1607-kanya-road-and-umthwalume-street-senaone-mvezo-community-center/,/jhb/locations/1607-kanya-road-and-umthwalume-street-senaone-mvezo-community-center/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/166-south-road-walkers-fruit-farms/,/jhb/locations/166-south-road-walkers-fruit-farms/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/16b-penguin-dr-norscot-fourways-sandton-2055/,/jhb/locations/16b-penguin-dr-norscot-fourways-sandton-2055/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/18-high-rd-orchards-johannesburg-2192/,/jhb/locations/18-high-rd-orchards-johannesburg-2192/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/1954-peacock-str-lenasia-south-1827/,/jhb/locations/1954-peacock-str-lenasia-south-1827/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/2-diamant-st-toekomsrus-randfontein-1765-south-africa/,/jhb/locations/2-diamant-st-toekomsrus-randfontein-1765-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/20a-7th-ave-parktown-north-johannesburg-2193/,/jhb/locations/20a-7th-ave-parktown-north-johannesburg-2193/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/243-6th-ave-mid-ennerdale-johannesburg-1830-south-africa/,/jhb/locations/243-6th-ave-mid-ennerdale-johannesburg-1830-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/25-vrede-street-fochville/,/jhb/locations/25-vrede-street-fochville/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/253-bryanston-drive/,/jhb/locations/253-bryanston-drive/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/27-george-ave-fairmount-johannesburg-2192-south-africa/,/jhb/locations/27-george-ave-fairmount-johannesburg-2192-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/272-york-ave-ferndale-randburg-2194/,/jhb/locations/272-york-ave-ferndale-randburg-2194/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/29-dippenaar-rd-noordheuwel-krugersdorp-1739-south-africa/,/jhb/locations/29-dippenaar-rd-noordheuwel-krugersdorp-1739-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/31-richard-rd-kengies-sandton-2055/,/jhb/locations/31-richard-rd-kengies-sandton-2055/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/3131-bolani-rd-zola-soweto-1878/,/jhb/locations/3131-bolani-rd-zola-soweto-1878/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/33747-indaba-street-tsakane/,/jhb/locations/33747-indaba-street-tsakane/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/3707b-molatedi-street-zone3-diepkloof/,/jhb/locations/3707b-molatedi-street-zone3-diepkloof/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/3859-sebati-street-ext-1-vosloorus-1475/,/jhb/locations/3859-sebati-street-ext-1-vosloorus-1475/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/386-e-bank-ave-alexandra-2014-south-africa/,/jhb/locations/386-e-bank-ave-alexandra-2014-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/4-hoy-st-newclare-randburg/,/jhb/locations/4-hoy-st-newclare-randburg/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/41-pretoria-street-oaklands/,/jhb/locations/41-pretoria-street-oaklands/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/420-york-ave-ferndale-randburg-2194-south-africa/,/jhb/locations/420-york-ave-ferndale-randburg-2194-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/43-madeline-st-florida-roodepoort-1709/,/jhb/locations/43-madeline-st-florida-roodepoort-1709/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/45-lily-ave-northcliff-randburg-2115-south-africa/,/jhb/locations/45-lily-ave-northcliff-randburg-2115-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/5-suikerbos-street-lenasia/,/jhb/locations/5-suikerbos-street-lenasia/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/50-saxon-rd-sandhurst-sandton-2196-south-africa/,/jhb/locations/50-saxon-rd-sandhurst-sandton-2196-south-africa/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/556-chester-street-lenasia-south-johannesburg/,/jhb/locations/556-chester-street-lenasia-south-johannesburg/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
https://na.org.za/jhb/locations/5634-unity-boulevard-ext-2-bram-fischerville/,/jhb/locations/5634-unity-boulevard-ext-2-bram-fischerville/,Johannesburg,Accessibility & mobile; Content; Crawl & indexation; Headings; Indexing & canonicals; Meta descriptions; Security & privacy,High,Pinch-to-zoom disabled — people cannot enlarge text on a phone | Insecure http:// resource on a secure page | Missing meta description,/areas/{area-slug} (area content migration),Not started,To assess
